company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date
OnCore Golf Technology Inc.,co_9a694a686c60,Preferred Equity,Healthcare,,,,,,2018-11-30,,,753,100,0.2%,753,,,,300483,,RAND,2024-03-05
Open Exchange Inc.,co_c386136e3cd0,Preferred Equity,,,,,,,2013-11-13,,,1194,700,1.1%,1194,,,,397899,,RAND,2024-03-05
Open Exchange Inc.,co_c386136e3cd0,Other Equity,,,,,,,2019-10-22,,,208,,,208,,,,397899,,RAND,2024-03-05
Open Exchange,co_c386136e3cd0,Other,,,,,,,,,,1402,700,,1402,,,,,,RAND,2024-03-05
PennantPark Investment Corp.,co_ad231967d259,Other Equity,Financial Services,,,,,,2020-08-13,,,892,1347,2.2%,892,,,,195000,,RAND,2024-03-05
PostProcess Technologies Inc.,co_2f0e92e0421b,Preferred Equity,,,,,,,2019-11-01,,,349,,0%,349,,,,360002,,RAND,2024-03-05
Applied Image Inc.,co_626ef61915c4,First Lien,,10%,,,,,2021-12-31,2029-02-01,,1750,1750,2.9%,1750,,,,,,RAND,2024-03-05
Applied Image Inc.,co_626ef61915c4,Other,,,,,,,,,,1750,1750,,1750,,,,,,RAND,2024-03-05
BMP Food Service Supply Holdco LLC,co_081ee2425789,First Lien,Food & Beverage,12%,,,,,2022-11-22,2027-11-22,,6395,6395,12.2%,6395,,,,,,RAND,2024-03-05
BMP Food Service Supply Holdco,co_081ee2425789,Preferred Equity,Food & Beverage,,,,,,2022-11-22,,,390,1000,,390,,,,,,RAND,2024-03-05
BMP Food Service Supply,co_1ef41bef6ee5,Other,Food & Beverage,,,,,,,,,6785,7395,,6785,,,,,,RAND,2024-03-05
BMP Swanson Holdco LLC,co_6d3b5b8e0715,First Lien,,12%,,,,,2021-03-04,2026-09-04,,1700,1700,3.6%,1700,,,,,,RAND,2024-03-05
BMP Swanson Holdco,co_6d3b5b8e0715,Preferred Equity,,,,,,,2021-03-04,,,233,500,,233,,,,,,RAND,2024-03-05
BMP Swanson,co_43fcc61d9015,Other,,,,,,,,,,1933,2200,,1933,,,,,,RAND,2024-03-05
Carolina Skiff LLC,co_2f37d97386c8,Other,,,,,,,2004-01-30,,,15,1708,2.8%,15,,,,,cost_suspicious_vs_size,RAND,2024-03-05
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,13%,,,,,2023-07-31,2028-07-31,,3380,3380,6.3%,3380,,,,,,RAND,2024-03-05
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,,10%,,,,2023-07-31,2033-07-31,420,438,438,,438,,,,,,RAND,2024-03-05
FCM Industries Holdco LLC,co_2709ecc477d5,Other,,,,,,,,,,3818,3818,,3818,,,,,,RAND,2024-03-05
Filterworks Acquisition USA LLC,co_c28bd0ae2682,First Lien,,12%,2%,,,,2019-11-18,2024-08-30,,2881,2881,5.4%,2881,,,,,,RAND,2024-03-05
Filterworks Acquisition USA,co_c28bd0ae2682,Other Equity,,,,,,,2022-06-03,,,626,257,,626,,,,626.2,,RAND,2024-03-05
Filterworks Acquisition USA,co_c28bd0ae2682,Other Equity,,,,,,,2022-09-30,,,139,139,,139,,,,417.7,,RAND,2024-03-05
Filterworks Acquisition USA LLC,co_c28bd0ae2682,Other,,,,,,,,,,3646,3277,,3646,,,,,,RAND,2024-03-05
Highland All About People Holdings Inc.,co_6fa73910faa9,First Lien,,12%,4%,,,,2023-08-07,2028-08-07,,3049,3049,6.7%,3049,,,,,,RAND,2024-03-05
Highland All About People Holdings Inc.,co_6fa73910faa9,Other Equity,,,,,,,,,,1000,1000,,1000,,,,1000000,,RAND,2024-03-05
Highland All About People Holdings Inc.,co_6fa73910faa9,Other,,,,,,,,,,4049,4049,,4049,,,,,,RAND,2024-03-05
Inter-National Electronic Alloys LLC,co_710303987285,First Lien,Software & Technology,12%,2%,,,,2023-04-04,2028-04-04,,3338,3338,7.1%,3338,,,,,,RAND,2024-03-05
Inter-National Electronic Alloys LLC,co_710303987285,Other Equity,Software & Technology,,,,,,2023-04-04,,,1012,1012,,1012,,,,75.3,,RAND,2024-03-05
Inter-National Electronic Alloys LLC,co_710303987285,Other,Software & Technology,,,,,,,,,4350,4350,,4350,,,,,,RAND,2024-03-05
Knoa Software Inc.,co_62305eb71d79,Preferred Equity,Software & Technology,,,,,,2014-06-09,,,479,100,,479,,,,1876922,,RAND,2024-03-05
Knoa Software Inc.,co_62305eb71d79,Other,Software & Technology,,,,,,,,,1229,100,,1229,,,,,,RAND,2024-03-05
Mezmeriz Inc.,co_8563e713093d,Preferred Equity,,,,,,,2015-05-14,,,743,,0%,743,,,,1554565,,RAND,2024-03-05
Pressure Pro Inc.,co_8cb3fd97beec,First Lien,,12%,3%,,,,2023-01-19,2028-01-19,,3063,3063,5.1%,3063,,,,,,RAND,2024-03-05
Pressure Pro,co_8cb3fd97beec,Other Equity,,,,,,,2023-01-19,,,30,30,,30,,,,,,RAND,2024-03-05
Pressure Pro Inc.,co_8cb3fd97beec,Other,,,,,,,,,,3093,3093,,3093,,,,,,RAND,2024-03-05
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2013-07-12,,,1500,1500,8.6%,1500,,,,187500,,RAND,2024-03-05
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2014-04-04,,,505,505,,505,,,,274299,,RAND,2024-03-05
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2015-08-31,,,250,250,,250,,,,117371,,RAND,2024-03-05
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2016-04-07,,,175,175,,175,,,,113636,,RAND,2024-03-05
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2016-04-07,,,399,399,,399,,,,369698,,RAND,2024-03-05
SciAps Inc.,co_5946973dd3f7,Preferred Equity,,,,,,,2017-05-09,,,250,250,,250,,,,147059,,RAND,2024-03-05
SciAps,co_5946973dd3f7,Warrants,,,,,,,2017-05-09,,,45,45,,45,,,,,,RAND,2024-03-05
SciAps Inc.,co_5946973dd3f7,Subordinated Debt,,12%,,,,,2021-08-20,2024-08-20,2090,2090,2090,,2090,,,,,,RAND,2024-03-05
SciAps Inc.,co_5946973dd3f7,Other,,,,,,,,,,5214,5214,,5214,,,,,,RAND,2024-03-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,2021-11-22,2026-01-19,,4275,4275,9.8%,4275,,,,,,RAND,2024-03-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other,,,,,,,2021-01-19,,,25,25,,25,,,,,,RAND,2024-03-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,2021-01-19,2026-01-19,,1476,1476,,1476,,,,,,RAND,2024-03-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other Equity,,,,,,,2022-10-24,,,194,194,,194,,,,5.82,,RAND,2024-03-05
Seybert’s,co_356de4049a63,Other,,,,,,,,,,5995,5995,,5995,,,,,,RAND,2024-03-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2015-01-20,,,600,4560,17.3%,600,,,,120000,,RAND,2024-03-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2016-09-28,,,200,813,,200,,,,21391,,RAND,2024-03-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2017-09-29,,,800,2666,,800,,,,70176,,RAND,2024-03-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2019-03-15,,,500,584,,500,,,,15385,,RAND,2024-03-05
Tilson Technology Management Inc.,co_04ab71fb578c,Preferred Equity,Software & Technology,,,,,,2020-06-15,,,750,877,,750,,,,23077,,RAND,2024-03-05
Tilson Technology Management,co_04ab71fb578c,Other Equity,Software & Technology,,,,,,2023-02-16,,,250,250,,250,,,,250,,RAND,2024-03-05
Tilson Technology Management Inc.,co_04ab71fb578c,Other,Software & Technology,,,,,,,,,3100,10550,,3100,,,,,,RAND,2024-03-05
ITA Acquisition LLC,co_0a929a15303f,First Lien,,12%,2%,,,,2021-06-22,2026-06-21,2298,2497,2497,6.8%,2497,,,,,,RAND,2024-03-05
ITA Acquisition LLC,co_0a929a15303f,First Lien,,12%,2%,,,,2021-06-22,2026-06-21,,1652,1652,,1652,,,,,,RAND,2024-03-05
ITA Acquisition LLC,co_0a929a15303f,Common Equity,,,,,,,2021-06-22,,,1124,,,1124,,,,,,RAND,2024-03-05
ITA Acquisition LLC,co_0a929a15303f,Other,,,,,,,,,,5273,4149,,5273,,,,,,RAND,2024-03-05
ITA Acquisition LLC,co_0a929a15303f,First Lien,,12%,2%,,,,,2026-06-21,1500,,1652,,,,,,,,RAND,2024-03-05
Applied Image Inc.,co_626ef61915c4,First Lien,,10%,,,,,,2029-02-01,,,1750,,,,,,,,RAND,2024-03-05
BMP Food Service Supply Holdco LLC,co_081ee2425789,First Lien,Food & Beverage,,3%,,,,,2027-11-22,,,6395,,,,,,,,RAND,2024-03-05
BMP Swanson Holdco LLC,co_6d3b5b8e0715,First Lien,,12%,,,,,,2026-09-04,,,1700,,,,,,,,RAND,2024-03-05
DSD Operating LLC,co_98ec730a6da4,First Lien,,12%,2%,,,,,2026-09-30,3063,,3171,,,,,,,,RAND,2024-03-05
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,13%,,,,,,2028-07-31,3380,,3380,,,,,,,,RAND,2024-03-05
FCM Industries Holdco LLC,co_2709ecc477d5,First Lien,,,10%,,,,,2033-07-31,420,,438,,,,,,,,RAND,2024-03-05
Filterworks Acquisition USA LLC,co_c28bd0ae2682,First Lien,,12%,2%,,,,,2024-08-30,2284,,2881,,,,,,,,RAND,2024-03-05
Highland All About People Holdings Inc.,co_6fa73910faa9,First Lien,,12%,4%,,,,,2028-08-07,3000,,3049,,,,,,,,RAND,2024-03-05
Inter-National Electronic Alloys LLC,co_710303987285,First Lien,Software & Technology,12%,2%,,,,,2028-04-04,3288,,3338,,,,,,,,RAND,2024-03-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,,2026-01-19,4139,,4275,,,,,,,,RAND,2024-03-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,First Lien,,12%,2%,,,,,2026-01-19,1435,,1476,,,,,,,,RAND,2024-03-05
Non-Control/Non-Affiliate Investments - Net assets,co_14e5779729a7,Other,Financial Services,,,,,,,,,,,32%,,,,,,,RAND,2024-03-05
Affiliate Investments – Net assets,co_8332bfa03f20,Other,Financial Services,,,,,,,,,,,88%,,,,,,,RAND,2024-03-05
Control Investments - 6.8% of net assets,co_6c4df61b1a43,Other,Financial Services,,,,,,,,,,,6.8%,,,,,,,RAND,2024-03-05
LIABILITIES IN EXCESS OF OTHER ASSETS,co_bbd3cffede65,Other,,,,,,,,,,,,-26.8%,,,,,,,RAND,2024-03-05
Investments NET ASSETS - 100%,co_ddb04c5af604,Other,Financial Services,,,,,,,,,,,1%,,,,,,,RAND,2024-03-05
Carolina Skiff LLC,co_2f37d97386c8,Other,,,,,,,,,,,1708,,,,,,,,RAND,2024-03-05
Inter-National Electronic Alloys LLC,co_710303987285,Other Equity,Software & Technology,,,,,,,,,,1012,,,,,,75.3,,RAND,2024-03-05
Seybert’s Billiards Corp.,co_d82b00c7cd92,Other,,,,,,,,,,,5995,,,,,,,,RAND,2024-03-05
New investments BMP Food Service Supply Holdco LLC,co_15203395977e,Other,Food & Beverage,,,,,,,,,,,,,,,,,,RAND,2024-03-05
New investments Inter-National Electronic Alloys LLC,co_fa97a944988e,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
New investments Highland All About People Holdings Inc.,co_512a53132114,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
New investments FCM Industries Holdco LLC,co_3c58f1ec3725,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
New investments Pressure Pro Inc.,co_78aa66bfc9e5,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
New investments ITA Acquisition LLC,co_0093e5f5b698,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
New investments Tilson Technology Management Inc.,co_9fbde6178880,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
New investments Caitec Inc.,co_b6111c5f751c,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments Filterworks Acquisition USA,co_212d69ca3670,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments Caitec,co_c41033a8e724,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments ITA Acquisition,co_758cbcb93500,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments,co_c41033a8e724,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments BMP Swanson Holdco,co_f677cec0ea45,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments Pressure Pro,co_f161b1ca76bd,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments Highland All About People Holdings,co_f302875f6f50,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments Mattison Avenue Holdings,co_0ea27c5cd26d,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments DSD Operating,co_d3d4202f95da,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments GoNoodle,co_8afa83fac87e,Other Equity,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Other changes to investments SciAps Inc.,co_5edd3095c708,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated DSD Operating LLC,co_e8514fedbe1d,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated Rheonix Inc.,co_0a4da5660dc7,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated BMP Food Service Supply Holdco LLC,co_bd2f23db3c33,Other,Food & Beverage,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated Somerset Gas Transmission Company LLC,co_e6086ae95060,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated HDI Acquisition LLC,co_e817db85298f,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated ACV Auctions Inc.,co_4424a8ead5cc,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated Microcision LLC,co_0ff7e28fe73d,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated ClearView Social Inc.,co_1f333dc38ed0,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated Mercantile Adjustment Bureau LLC,co_d75854dcc5f8,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
Investments repaid sold or liquidated SocialFlow Inc.,co_0a4da5660dc7,Other,Financial Services,,,,,,,,,,,,,,,,,,RAND,2024-03-05
